2874;data;/ietf-schc:schc/rule/w-size;;-325;;;;;;;;;;;;2623;;;;;;;;;;
2875;data;/ietf-schc:schc/rule/fcn-size;;-326;;;;;;;;;;;;2624;;;;;;;;;;
2876;data;/ietf-schc:schc/rule/rcs-algorithm;;-327;;;;;;;;;;;;2625;;;;;;;;;;
2877;data;/ietf-schc:schc/rule/maximum-packet-size;;-328;;;;;;;;;;;;2626;;;;;;;;;;
2878;data;/ietf-schc:schc/rule/window-size;;-329;;;;;;;;;;;;2627;;;;;;;;;;
2879;data;/ietf-schc:schc/rule/max-interleaved-frames;;-330;;;;;;;;;;;;2628;;;;;;;;;;
2880;data;/ietf-schc:schc/rule/inactivity-timer;;-331;;;;;;;;;;;;2629;;;;;;;;;;
2881;data;/ietf-schc:schc/rule/inactivity-timer/ticks-duration;;-332;;;;;;;;;;;;2630;;;;;;;;;;
2882;data;/ietf-schc:schc/rule/inactivity-timer/ticks-numbers;;-333;;;;;;;;;;;;2631;;;;;;;;;;
2883;data;/ietf-schc:schc/rule/retransmission-timer;;-334;;;;;;;;;;;;2632;;;;;;;;;;
2884;data;/ietf-schc:schc/rule/retransmission-timer/ticks-duration;;-335;;;;;;;;;;;;2633;;;;;;;;;;
2885;data;/ietf-schc:schc/rule/retransmission-timer/ticks-numbers;;-336;;;;;;;;;;;;2634;;;;;;;;;;
2886;data;/ietf-schc:schc/rule/max-ack-requests;;-337;;;;;;;;;;;;2635;;;;;;;;;;
2887;data;/ietf-schc:schc/rule/tile-size;;-338;;;;;;;;;;;;2636;;;;;;;;;;
2888;data;/ietf-schc:schc/rule/tile-in-all-1;;-339;;;;;;;;;;;;2637;;;;;;;;;;
2889;data;/ietf-schc:schc/rule/ack-behavior;;-340;;;;;;;;;;;;2638;;;;;;;;;;
2890;data;/ietf-schc:schc/rule/bitmap-format;RFC 9441;-341;;;;;;;;;;;;2639;;;;;;;;;;
2891;data;/ietf-schc:schc/rule/last-bitmap-compression;RFC 9441;-342;;;;;;;;;;;;2640;;;;;;;;;;
2892;;;;-343;;;;;;;;;;;;2641;;;;;;;;;;
2893;;;;-344;;;;;;;;;;;;2642;;;;;;;;;;
2894;;;;-345;;;;;;;;;;;;2643;;;;;;;;;;
2895;;;;-346;;;;;;;;;;;;2644;;;;;;;;;;
2896;;;;-347;;;;;;;;;;;;2645;;;;;;;;;;
2897;;;;-348;;;;;;;;;;;;2646;;;;;;;;;;
2898;;;;-349;;;;;;;;;;;;2647;;;;;;;;;;
2899;;;;-350;;;;;;;;;;;;2648;;;;;;;;;;
2900;;;;-351;;;;;;;;;;;;2649;;;;;;;;;;
2901;;;;-352;;;;;;;;;;;;2650;;;;;;;;;;
2902;;;;-353;;;;;;;;;;;;2651;;;;;;;;;;
2903;;;;-354;;;;;;;;;;;;2652;;;;;;;;;;
2904;;;;-355;;;;;;;;;;;;2653;;;;;;;;;;
2905;;;;-356;;;;;;;;;;;;2654;;;;;;;;;;
2906;data;/ietf-schc:duplicate-rule;;-357;;;;;;;;;;;;2655;;;;;;;;;;
